,ST_12,ST_13,ST_42,ST_43,ST_49,ST_50,ST_51,ST_52,ST_53,ST_72,ST_73,ST_74,ST_75,ST_81,ST_82,ST_83,ST_84,ST_100,ST_101,ST_102,ST_103,ST_104,ST_105,ST_106,ST_107,ST_108,ST_109,ST_110,ST_111,ST_112,ST_113,ST_114,ST_128,ST_129,ST_130,ST_131,ST_132,ST_133,ST_134,ST_135,ST_136,ST_137,ST_138,ST_139,ST_140,ST_141,ST_142,ST_143,ST_144,ST_158,ST_159,ST_160,ST_161,ST_162,ST_163,ST_166,ST_168,ST_169,ST_170,ST_171,ST_173,ST_174,ST_182,ST_185,ST_186,ST_187,ST_188,ST_189,ST_191,ST_193,ST_194,ST_196,ST_199,ST_200,ST_201,ST_202,ST_203,ST_204,ST_212,ST_213,ST_214,ST_216,ST_217,ST_221,ST_222,ST_223,ST_224,ST_226,ST_230,ST_232,ST_233,ST_234,ST_242,ST_243,ST_244,ST_245,ST_249,ST_250,ST_252,ST_253,ST_254,ST_255,ST_257,ST_260,ST_262,ST_263,ST_264,ST_272,ST_273,ST_274,ST_279,ST_280,ST_281,ST_282,ST_283,ST_284,ST_285,ST_286,ST_287,ST_290,ST_292,ST_293,ST_294,ST_302,ST_303,ST_304,ST_306,ST_307,ST_308,ST_309,ST_310,ST_311,ST_312,ST_313,ST_314,ST_315,ST_316,ST_317,ST_318,ST_319,ST_320,ST_323,ST_324,ST_332,ST_333,ST_334,ST_335,ST_340,ST_341,ST_342,ST_343,ST_346,ST_347,ST_348,ST_349,ST_350,ST_352,ST_361,ST_362,ST_363,ST_365,ST_371,ST_372,ST_376,ST_377,ST_379,ST_380,ST_383,ST_385,ST_387,ST_388,ST_391,ST_392,ST_393,ST_397,ST_398,ST_399,ST_400,ST_401,ST_402,ST_403,ST_407,ST_408,ST_409,ST_410,ST_411,ST_413,ST_414,ST_415,ST_416,ST_417,ST_418,ST_421,ST_422,ST_427,ST_428,ST_429,ST_430,ST_431,ST_432,ST_433,ST_434,ST_435,ST_436,ST_437,ST_438,ST_440,ST_441,ST_443,ST_444,ST_445,ST_446,ST_447,ST_448,ST_449,ST_451,ST_456,ST_459,ST_460,ST_461,ST_462,ST_464,ST_465,ST_466,ST_467,ST_468,ST_470,ST_471,ST_473,ST_474,ST_475,ST_476,ST_477,ST_478,ST_486,ST_488,ST_489,ST_491,ST_492,ST_493,ST_494,ST_495,ST_496,ST_497,ST_500,ST_501,ST_502,ST_503,ST_504,ST_505,ST_506,ST_507,ST_508,ST_512,ST_516,ST_518,ST_519,ST_520,ST_521,ST_522,ST_523,ST_524,ST_525,ST_530,ST_531,ST_532,ST_533,ST_535,ST_536,ST_537,ST_538,ST_542,ST_545,ST_546,ST_549,ST_550,ST_551,ST_554,ST_559,ST_560,ST_561,ST_562,ST_563,ST_565,ST_566,ST_567,ST_568,ST_571,ST_574,ST_577,ST_579,ST_581,ST_583,ST_588,ST_589,ST_590,ST_591,ST_592,ST_593,ST_594,ST_595,ST_596,ST_597,ST_601,ST_602,ST_605,ST_606,ST_607,ST_608,ST_609,ST_614,ST_618,ST_619,ST_620,ST_621,ST_622,ST_623,ST_624,ST_625,ST_626,ST_632,ST_635,ST_636,ST_638,ST_639,ST_644,ST_647,ST_648,ST_649,ST_650,ST_651,ST_652,ST_653,ST_654,ST_655,ST_656,ST_657,ST_661,ST_662,ST_664,ST_665,ST_666,ST_667,ST_668,ST_669,ST_674,ST_675,ST_677,ST_678,ST_681,ST_682,ST_683,ST_684,ST_685,ST_686,ST_687,ST_690,ST_691,ST_695,ST_696,ST_699,ST_704,ST_707,ST_711,ST_712,ST_713,ST_714,ST_715,ST_716,ST_717,ST_722,ST_725,ST_726,ST_727,ST_729,ST_730,ST_734,ST_736,ST_740,ST_741,ST_742,ST_743,ST_744,ST_745,ST_746,ST_747,ST_750,ST_751,ST_756,ST_757,ST_758,ST_759,ST_760,ST_761,ST_763,ST_765,ST_767,ST_771,ST_774,ST_775,ST_776,ST_777,ST_781,ST_782,ST_783,ST_784,ST_786,ST_787,ST_791,ST_792,ST_793,ST_794,ST_795,ST_796,ST_797,ST_800,ST_801,ST_803,ST_804,ST_805,ST_806,ST_807,ST_811,ST_813,ST_816,ST_817,ST_818,ST_819,ST_822,ST_823,ST_824,ST_825,ST_830,ST_831,ST_833,ST_834,ST_835,ST_836,ST_846,ST_847,ST_848,ST_850,ST_852,ST_854,ST_860,ST_862,ST_863,ST_864,ST_873,ST_877,ST_878,ST_879,ST_880,ST_881,ST_892,ST_893,ST_894,ST_902,ST_903,ST_904,ST_905,ST_907,ST_908,ST_909,ST_910,ST_911,ST_919,ST_922,ST_923,ST_924,ST_932,ST_936,ST_937,ST_938,ST_939,ST_940,ST_942,ST_943,ST_944,ST_945,ST_946,ST_947,ST_952,ST_953,ST_954,ST_962,ST_966,ST_967,ST_968,ST_969,ST_970,ST_971,ST_972,ST_974,ST_980,ST_981,ST_982,ST_983,ST_984,ST_992,ST_993,ST_997,ST_999,ST_1010,ST_1011,ST_1012,ST_1013,ST_1014,ST_1024,ST_1026,ST_1027,ST_1028,ST_1034,ST_1035,ST_1037,ST_1038,ST_1039,ST_1040,ST_1041,ST_1054,ST_1055,ST_1057,ST_1058,ST_1059,ST_1060,ST_1061,ST_1062,ST_1063,ST_1064,ST_1065,ST_1066,ST_1067,ST_1069,ST_1071,ST_1084,ST_1085,ST_1087,ST_1088,ST_1089,ST_1090,ST_1091,ST_1092,ST_1093,ST_1094,ST_1095,ST_1096,ST_1097,ST_1098,ST_1099,ST_1101,ST_1115,ST_1116,ST_1117,ST_1118,ST_1120,ST_1121,ST_1122,ST_1123,ST_1124,ST_1125,ST_1127,ST_1128,ST_1129,ST_1130,ST_1147,ST_1148,ST_1149,ST_1154,ST_1155,ST_1156,ST_1157,ST_1158,ST_1159,ST_1179,ST_1180,ST_1181,ST_1182,ST_1183,ST_1184,ST_1185,ST_1186
Abcc4,0.0,0.0,5.0,0.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,4.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,2.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,4.0,2.0,7.0,3.0,4.0,2.0,1.0,3.0,4.0,0.0,1.0,3.0,1.0,0.0,3.0,1.0,6.0,3.0,5.0,4.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,0.0,4.0,3.0,2.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,3.0,3.0,4.0,5.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,2.0,4.0,6.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,4.0,0.0,1.0,4.0,2.0,0.0,1.0,2.0,4.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,4.0,2.0,0.0,7.0,2.0,2.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,1.0,4.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,3.0,8.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,2.0,4.0,2.0,5.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,5.0,3.0,6.0,2.0,3.0,1.0,9.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,3.0,0.0,4.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,4.0,3.0,2.0,2.0,5.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,2.0,3.0,0.0
Acp5,1.0,1.0,5.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,8.0,0.0,1.0,2.0,0.0,9.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,12.0,21.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,4.0,2.0,7.0,3.0,3.0,5.0,4.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,10.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,3.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,7.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,3.0,5.0,2.0,3.0,1.0,0.0,3.0,0.0,1.0,8.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,13.0,0.0,2.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,1.0,3.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,2.0,1.0,6.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0
Acvr1,0.0,2.0,2.0,0.0,1.0,3.0,5.0,7.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,0.0,2.0,1.0,3.0,4.0,4.0,2.0,5.0,2.0,2.0,0.0,1.0,0.0,4.0,0.0,3.0,1.0,0.0,1.0,4.0,3.0,3.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,4.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,3.0,6.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,6.0,1.0,4.0,1.0,0.0,2.0,0.0,3.0,5.0,0.0,2.0,1.0,2.0,2.0,7.0,1.0,0.0,1.0,2.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,5.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,3.0,0.0,3.0,2.0,3.0,0.0,0.0,4.0,6.0,1.0,0.0,1.0,0.0,5.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0,0.0,8.0,6.0,4.0,5.0,7.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,1.0,5.0,5.0,2.0,0.0,3.0,3.0,1.0,5.0,3.0,1.0,2.0,0.0,0.0,2.0,4.0,4.0,2.0,6.0,2.0,3.0,6.0,5.0,8.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,4.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,7.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,4.0,2.0,4.0,0.0,2.0,5.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,7.0,8.0,7.0,7.0,1.0,2.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,3.0,5.0,4.0,7.0,9.0,1.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,4.0,10.0,6.0,13.0,2.0,0.0,1.0,2.0,3.0,4.0,3.0,0.0,0.0,5.0,5.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,4.0,6.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,7.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,5.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,9.0,2.0,0.0,0.0,3.0,4.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,5.0,1.0,1.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,7.0,0.0,0.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,4.0,2.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,8.0,3.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,5.0,1.0,0.0,3.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
Acvr2a,2.0,4.0,11.0,0.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,3.0,2.0,6.0,0.0,3.0,0.0,4.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,3.0,0.0,0.0,3.0,0.0,3.0,5.0,5.0,2.0,5.0,4.0,0.0,1.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,9.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,8.0,10.0,0.0,4.0,1.0,0.0,0.0,1.0,4.0,2.0,3.0,4.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,3.0,0.0,6.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,4.0,3.0,2.0,11.0,3.0,8.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,3.0,1.0,1.0,4.0,5.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,10.0,2.0,1.0,6.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0,4.0,0.0,3.0,5.0,3.0,1.0,0.0,5.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,3.0,3.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,4.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,3.0,0.0,4.0,7.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0,2.0,1.0,3.0,0.0,5.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,10.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,4.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,4.0,5.0,6.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,4.0,7.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,5.0,4.0,4.0,0.0,1.0,5.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,1.0,2.0,3.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0
