"","orig.ident","nCount_RNA","nFeature_RNA","uniqueID","embryo","pos","z","x_global","y_global","x_global_affine","y_global_affine","embryo_pos","embryo_pos_z","Area","UMAP1","UMAP2","celltype_mapped_refined"
"embryo1_Pos7_cell364_z2","embryo1",261,139,"embryo1_Pos7_cell364_z2","embryo1","Pos7",2,1669.90774735334,1421.4801149692,2.40858470296544,-0.517753797235116,"embryo1_Pos7","embryo1_Pos7_2",6128,3.32471386666369,-0.523384048603668,"Surface ectoderm"
"embryo1_Pos7_cell365_z2","embryo1",637,204,"embryo1_Pos7_cell365_z2","embryo1","Pos7",2,1670.32278197082,1396.59873473119,2.42197291643251,-1.3203789662032,"embryo1_Pos7","embryo1_Pos7_2",18512,-0.201120969045643,4.12339134870995,"Presomitic mesoderm"
"embryo1_Pos7_cell366_z2","embryo1",367,148,"embryo1_Pos7_cell366_z2","embryo1","Pos7",2,1670.68919952941,1398.16411686603,2.43379283767757,-1.26988276830503,"embryo1_Pos7","embryo1_Pos7_2",11568,-0.12128776642197,3.94777726999807,"Presomitic mesoderm"
"embryo1_Pos7_cell367_z2","embryo1",147,92,"embryo1_Pos7_cell367_z2","embryo1","Pos7",2,1670.07214312027,1401.93627929688,2.41388779222145,-1.14820010924556,"embryo1_Pos7","embryo1_Pos7_2",4496,0.236030347167692,3.75092423362651,"Presomitic mesoderm"
"embryo1_Pos7_cell368_z2","embryo1",135,78,"embryo1_Pos7_cell368_z2","embryo1","Pos7",2,1670.08156762139,1413.15638439663,2.41419180838639,-0.786261235059882,"embryo1_Pos7","embryo1_Pos7_2",4912,0.0615852545281421,3.35816068020509,"Presomitic mesoderm"
"embryo1_Pos7_cell369_z2","embryo1",191,96,"embryo1_Pos7_cell369_z2","embryo1","Pos7",2,1670.16479492188,1399.86968309207,2.41687656001505,-1.2148645029488,"embryo1_Pos7","embryo1_Pos7_2",6416,-0.190028693080738,4.11678752467789,"Presomitic mesoderm"
"embryo1_Pos7_cell37_z2","embryo1",525,200,"embryo1_Pos7_cell37_z2","embryo1","Pos7",2,1647.71430630349,1417.60941967015,1.69266724974462,-0.642614935914132,"embryo1_Pos7","embryo1_Pos7_2",13904,-5.23496414220476,-5.33639572492227,"Endothelium"
"embryo1_Pos7_cell370_z2","embryo1",326,149,"embryo1_Pos7_cell370_z2","embryo1","Pos7",2,1670.41797971142,1392.19354571907,2.42504381129056,-1.46248183756188,"embryo1_Pos7","embryo1_Pos7_2",7840,-0.0816293250227766,3.88044135044978,"Presomitic mesoderm"
"embryo1_Pos7_cell371_z2","embryo1",483,187,"embryo1_Pos7_cell371_z2","embryo1","Pos7",2,1670.70925578006,1394.81464521534,2.4344398135049,-1.37793024090799,"embryo1_Pos7","embryo1_Pos7_2",12608,0.309999210672996,3.80741250686409,"Presomitic mesoderm"
"embryo1_Pos7_cell372_z2","embryo1",652,208,"embryo1_Pos7_cell372_z2","embryo1","Pos7",2,1670.97541508167,1410.07222600008,2.44302559742779,-0.885750215593717,"embryo1_Pos7","embryo1_Pos7_2",18336,0.831061404098903,2.78508714309238,"Presomitic mesoderm"
"embryo1_Pos7_cell373_z2","embryo1",268,117,"embryo1_Pos7_cell373_z2","embryo1","Pos7",2,1670.59515261183,1402.89434455423,2.4307590661425,-1.1172947783632,"embryo1_Pos7","embryo1_Pos7_2",9792,0.00844833804465295,3.50118627560492,"Presomitic mesoderm"
"embryo1_Pos7_cell374_z2","embryo1",210,115,"embryo1_Pos7_cell374_z2","embryo1","Pos7",2,1670.10296888754,1404.38992008693,2.41488217181082,-1.06905040634063,"embryo1_Pos7","embryo1_Pos7_2",4544,0.35232144807615,3.22172825239348,"Presomitic mesoderm"
"embryo1_Pos7_cell375_z2","embryo1",252,131,"embryo1_Pos7_cell375_z2","embryo1","Pos7",2,1670.52227245588,1405.36455002226,2.42840809336997,-1.03761073100721,"embryo1_Pos7","embryo1_Pos7_2",6176,-0.224556027309352,3.76721761372499,"Presomitic mesoderm"
"embryo1_Pos7_cell376_z2","embryo1",171,90,"embryo1_Pos7_cell376_z2","embryo1","Pos7",2,1670.81694849918,1399.2044998972,2.43791377218611,-1.23632202536398,"embryo1_Pos7","embryo1_Pos7_2",6080,-0.235848583061252,3.79197214028912,"Presomitic mesoderm"
"embryo1_Pos7_cell377_z2","embryo1",95,59,"embryo1_Pos7_cell377_z2","embryo1","Pos7",2,1670.41950055215,1420.63249006955,2.42509287066905,-0.545096535933318,"embryo1_Pos7","embryo1_Pos7_2",3792,3.33646726846348,-0.221731419878038,"Surface ectoderm"
"embryo1_Pos7_cell378_z2","embryo1",280,134,"embryo1_Pos7_cell378_z2","embryo1","Pos7",2,1670.50613683364,1415.33565889246,2.42788758942681,-0.715962057774966,"embryo1_Pos7","embryo1_Pos7_2",6800,0.725145582124689,1.87414150611816,"Presomitic mesoderm"
"embryo1_Pos7_cell379_z2","embryo1",463,183,"embryo1_Pos7_cell379_z2","embryo1","Pos7",2,1671.09644414148,1407.35545773816,2.44692976064761,-0.973387901462281,"embryo1_Pos7","embryo1_Pos7_2",14544,0.749387528118725,3.38941134966453,"Presomitic mesoderm"
"embryo1_Pos7_cell38_z2","embryo1",395,184,"embryo1_Pos7_cell38_z2","embryo1","Pos7",2,1647.75427513401,1415.75643497662,1.69395656685811,-0.702388635705404,"embryo1_Pos7","embryo1_Pos7_2",8768,-5.03059298698467,-5.09869536876221,"Endothelium"
"embryo1_Pos7_cell380_z2","embryo1",215,123,"embryo1_Pos7_cell380_z2","embryo1","Pos7",2,1670.62392624045,1408.68241590542,2.43168724771097,-0.930582799292573,"embryo1_Pos7","embryo1_Pos7_2",5104,0.219649498907746,1.06282374131488,"Dermomyotome"
"embryo1_Pos7_cell381_z2","embryo1",221,111,"embryo1_Pos7_cell381_z2","embryo1","Pos7",2,1671.05219339379,1406.14802127788,2.44550231717363,-1.0123374646971,"embryo1_Pos7","embryo1_Pos7_2",7264,-0.19217516335581,3.97404644159216,"Presomitic mesoderm"
"embryo1_Pos7_cell382_z2","embryo1",187,104,"embryo1_Pos7_cell382_z2","embryo1","Pos7",2,1670.84235814675,1416.44677482684,2.4387334382367,-0.680119608279057,"embryo1_Pos7","embryo1_Pos7_2",6208,3.39858447729116,-0.639330479726352,"Surface ectoderm"
"embryo1_Pos7_cell383_z2","embryo1",441,180,"embryo1_Pos7_cell383_z2","embryo1","Pos7",2,1671.68765425801,1411.3586984511,2.46600105472898,-0.844251104270434,"embryo1_Pos7","embryo1_Pos7_2",12864,1.98856233397376,0.585506295918955,"Presomitic mesoderm"
"embryo1_Pos7_cell384_z2","embryo1",193,104,"embryo1_Pos7_cell384_z2","embryo1","Pos7",2,1670.94676352447,1413.65685958382,2.44210135364712,-0.770116874182655,"embryo1_Pos7","embryo1_Pos7_2",5088,0.192627759504278,2.53114352396067,"Presomitic mesoderm"
"embryo1_Pos7_cell385_z2","embryo1",483,178,"embryo1_Pos7_cell385_z2","embryo1","Pos7",2,1671.618499626,1419.58988011137,2.46377026014803,-0.578729115229599,"embryo1_Pos7","embryo1_Pos7_2",15040,3.10030748279197,-4.12095061039779,"Mixed mesenchymal mesoderm"
"embryo1_Pos7_cell387_z2","embryo1",301,130,"embryo1_Pos7_cell387_z2","embryo1","Pos7",2,1671.2879817936,1404.2172663762,2.45310839458673,-1.07461988088017,"embryo1_Pos7","embryo1_Pos7_2",9152,-0.0876252367173104,4.5124421225972,"Presomitic mesoderm"
"embryo1_Pos7_cell388_z2","embryo1",266,132,"embryo1_Pos7_cell388_z2","embryo1","Pos7",2,1671.16727129787,1412.40719483069,2.44921450762779,-0.810428640412667,"embryo1_Pos7","embryo1_Pos7_2",6032,0.546393551474175,2.43181368441316,"Presomitic mesoderm"
"embryo1_Pos7_cell39_z2","embryo1",339,161,"embryo1_Pos7_cell39_z2","embryo1","Pos7",2,1647.94611002604,1413.20395182292,1.70014478918171,-0.784726801953887,"embryo1_Pos7","embryo1_Pos7_2",9600,-4.89260168535299,-5.02852822962924,"Endothelium"
"embryo1_Pos7_cell390_z2","embryo1",171,112,"embryo1_Pos7_cell390_z2","embryo1","Pos7",2,1671.57898790204,1391.57429469353,2.46249568840753,-1.48245767709524,"embryo1_Pos7","embryo1_Pos7_2",7664,3.09912003432173,-0.220745392237678,"Surface ectoderm"
"embryo1_Pos7_cell391_z2","embryo1",445,175,"embryo1_Pos7_cell391_z2","embryo1","Pos7",2,1671.86077196075,1393.22380549733,2.47158549675285,-1.42924765116629,"embryo1_Pos7","embryo1_Pos7_2",13120,3.45263648232442,-0.472784267052918,"Surface ectoderm"
"embryo1_Pos7_cell392_z2","embryo1",260,142,"embryo1_Pos7_cell392_z2","embryo1","Pos7",2,1671.66056070352,1402.02565801711,2.46512706910026,-1.14531692472175,"embryo1_Pos7","embryo1_Pos7_2",6384,3.14847121980212,-0.069189792264217,"Surface ectoderm"
"embryo1_Pos7_cell393_z2","embryo1",418,178,"embryo1_Pos7_cell393_z2","embryo1","Pos7",2,1671.94855334712,1400.47747272737,2.47441715437779,-1.19525838568113,"embryo1_Pos7","embryo1_Pos7_2",11424,2.87325962338931,-3.64847056473133,"Surface ectoderm"
"embryo1_Pos7_cell394_z2","embryo1",239,131,"embryo1_Pos7_cell394_z2","embryo1","Pos7",2,1671.89714625511,1408.5379387918,2.47275886108729,-0.935243351344873,"embryo1_Pos7","embryo1_Pos7_2",7088,0.48876704609058,3.27646249213364,"Presomitic mesoderm"
"embryo1_Pos7_cell395_z2","embryo1",301,143,"embryo1_Pos7_cell395_z2","embryo1","Pos7",2,1671.80084134615,1413.8987116887,2.46965225112082,-0.762315193380168,"embryo1_Pos7","embryo1_Pos7_2",8320,3.41816142303553,-0.34868823356869,"Surface ectoderm"
"embryo1_Pos7_cell396_z2","embryo1",384,156,"embryo1_Pos7_cell396_z2","embryo1","Pos7",2,1672.25939182777,1415.5300789526,2.48444420214076,-0.709690442931993,"embryo1_Pos7","embryo1_Pos7_2",11328,2.91211830575123,-4.04056192866709,"Mixed mesenchymal mesoderm"
"embryo1_Pos7_cell397_z2","embryo1",489,212,"embryo1_Pos7_cell397_z2","embryo1","Pos7",2,1671.90716966837,1396.3356040572,2.47308219699882,-1.32886705246089,"embryo1_Pos7","embryo1_Pos7_2",10848,3.23881638688375,-0.188416330046586,"Surface ectoderm"
"embryo1_Pos7_cell398_z2","embryo1",342,149,"embryo1_Pos7_cell398_z2","embryo1","Pos7",2,1672.13769945048,1398.64558229608,2.48051864158285,-1.25435162540022,"embryo1_Pos7","embryo1_Pos7_2",7552,3.24765508971233,-0.387516533963595,"Surface ectoderm"
"embryo1_Pos7_cell399_z2","embryo1",122,81,"embryo1_Pos7_cell399_z2","embryo1","Pos7",2,1672.1510085314,1403.12749468775,2.48094796677401,-1.10977380631396,"embryo1_Pos7","embryo1_Pos7_2",4912,3.13688838646342,0.304427394114941,"Surface ectoderm"
"embryo1_Pos7_cell40_z2","embryo1",368,175,"embryo1_Pos7_cell40_z2","embryo1","Pos7",2,1648.31166300259,1400.42007244804,1.71193682068333,-1.19711000759499,"embryo1_Pos7","embryo1_Pos7_2",9936,4.16754171319762,0.66124504513852,"Gut tube"
"embryo1_Pos7_cell400_z2","embryo1",252,132,"embryo1_Pos7_cell400_z2","embryo1","Pos7",2,1672.39681312386,1405.6063805821,2.4888771471758,-1.02980974520589,"embryo1_Pos7","embryo1_Pos7_2",7664,3.37136550856173,-0.103416131536562,"Surface ectoderm"
"embryo1_Pos7_cell401_z2","embryo1",195,114,"embryo1_Pos7_cell401_z2","embryo1","Pos7",2,1672.41164534613,1394.96115900507,2.48935560595876,-1.37320398962635,"embryo1_Pos7","embryo1_Pos7_2",4832,3.42558840960417,-0.70234969916893,"Surface ectoderm"
"embryo1_Pos7_cell402_z2","embryo1",159,95,"embryo1_Pos7_cell402_z2","embryo1","Pos7",2,1672.39626043912,1404.31410122575,2.48885931863574,-1.0714961760559,"embryo1_Pos7","embryo1_Pos7_2",4640,3.28918264018452,-0.242704779695124,"Surface ectoderm"
"embryo1_Pos7_cell403_z2","embryo1",103,70,"embryo1_Pos7_cell403_z2","embryo1","Pos7",2,1672.43990956182,1420.29207356771,2.49026735485201,-0.556077713412215,"embryo1_Pos7","embryo1_Pos7_2",4416,2.87645587235891,-4.14869919401299,"Mixed mesenchymal mesoderm"
"embryo1_Pos7_cell404_z2","embryo1",127,81,"embryo1_Pos7_cell404_z2","embryo1","Pos7",2,1672.5518269089,1406.78802605395,2.49387759185468,-0.99169214933989,"embryo1_Pos7","embryo1_Pos7_2",3392,2.07459441342698,0.472067726151557,"Surface ectoderm"
"embryo1_Pos7_cell405_z2","embryo1",410,172,"embryo1_Pos7_cell405_z2","embryo1","Pos7",2,1672.88902349892,1412.77921549479,2.50475490121002,-0.798427973828893,"embryo1_Pos7","embryo1_Pos7_2",10176,2.92072911124187,-3.62993550836889,"Surface ectoderm"
"embryo1_Pos7_cell409_z2","embryo1",197,108,"embryo1_Pos7_cell409_z2","embryo1","Pos7",2,1672.84404999568,1409.04997855887,2.50330414304088,-0.918725939503858,"embryo1_Pos7","embryo1_Pos7_2",4336,3.34172180675761,-0.423811104413431,"Surface ectoderm"
"embryo1_Pos7_cell41_z2","embryo1",341,161,"embryo1_Pos7_cell41_z2","embryo1","Pos7",2,1648.0992041519,1401.89968588918,1.70508330937072,-1.149380541752,"embryo1_Pos7","embryo1_Pos7_2",12416,3.62970070110549,-0.0828742326472905,"Gut tube"
"embryo1_Pos7_cell410_z2","embryo1",120,71,"embryo1_Pos7_cell410_z2","embryo1","Pos7",2,1672.69565429688,1413.96647761418,2.49851718501505,-0.760129195784017,"embryo1_Pos7","embryo1_Pos7_2",3120,2.45910510069336,-3.63518765619787,"Surface ectoderm"
"embryo1_Pos7_cell413_z2","embryo1",192,109,"embryo1_Pos7_cell413_z2","embryo1","Pos7",2,1672.95261774409,1407.88195105044,2.5068063284736,-0.956404246227414,"embryo1_Pos7","embryo1_Pos7_2",6176,3.48692928690682,-0.706482142493875,"Surface ectoderm"
"embryo1_Pos7_cell414_z2","embryo1",411,163,"embryo1_Pos7_cell414_z2","embryo1","Pos7",2,1673.26386834701,1410.23583404622,2.51684667050317,-0.880472536686185,"embryo1_Pos7","embryo1_Pos7_2",12128,2.84470142307484,-3.85041747517395,"Mixed mesenchymal mesoderm"
